800	48164	48164	100
800	48165	48165	100
800	48164	48164	100
1000	58839	58839	100
1000	58840	58840	100
1000	58839	58839	100
5000	297606	297041	99.8102
5000	297606	297022	99.8038
5000	297599	297002	99.7994
10000	598859	596676	99.6355
10000	598853	596695	99.6396
10000	598855	596682	99.6371
15000	896633	890353	99.2996
15000	896629	890340	99.2986
15000	896629	890347	99.2994
