10000	293489	293303	99.9366
10000	293491	293304	99.9363
10000	293501	293009	99.8324
10000	293502	293009	99.832
10000	293503	293022	99.8361
10000	293575	293303	99.9073
10000	293576	293303	99.907
10000	293577	293316	99.9111
10000	293527	293303	99.9237
10000	293528	293303	99.9233
10000	293535	293316	99.9254
10000	293522	293290	99.921
10000	293524	293278	99.9162
10000	293525	293304	99.9247
10000	293553	293060	99.8321
10000	293555	293060	99.8314
10000	293555	293060	99.8314
10000	293550	293342	99.9291
10000	293550	293354	99.9332
10000	293564	293368	99.9332
13000	385315	383236	99.4604
13000	385319	383249	99.4628
13000	385320	383236	99.4592
13000	385328	383352	99.4872
13000	385331	383364	99.4895
13000	385333	383390	99.4958
13000	385328	383441	99.5103
13000	385330	383403	99.4999
13000	385331	383403	99.4997
13000	385299	382725	99.3319
13000	385301	382699	99.3247
13000	385304	382724	99.3304
13000	385277	382865	99.374
13000	385278	382877	99.3768
13000	385281	382865	99.3729
13000	385281	383070	99.4261
13000	385290	383082	99.4269
13000	385293	383096	99.4298
13000	385324	384145	99.694
13000	385329	384145	99.6927
13000	385330	384145	99.6925
13000	385339	382852	99.3546
13000	385340	382813	99.3442
13000	385346	382827	99.3463
13000	385289	383198	99.4573
13000	385289	383159	99.4472
13000	385291	383172	99.45
13000	385328	383096	99.4208
13000	385331	383095	99.4197
13000	385333	383121	99.426
13000	385330	382443	99.2508
13000	385329	382429	99.2474
13000	385335	382443	99.2495
20000	593996	482513	81.2317
20000	593998	482513	81.2314
20000	593999	482513	81.2313
20000	594028	479121	80.6563
20000	594030	479121	80.656
20000	594032	479121	80.6558
20000	594030	484164	81.505
20000	594034	484164	81.5044
20000	594035	484164	81.5043
20000	593966	478276	80.5225
20000	593967	478276	80.5223
20000	593969	478276	80.522
20000	593868	484651	81.6092
20000	593869	484650	81.6089
20000	593873	484651	81.6085
20000	594024	475959	80.1245
20000	594026	475960	80.1244
20000	594026	475959	80.1243
20000	593941	479236	80.6875
20000	593943	479249	80.6894
20000	593943	479249	80.6894
20000	593849	480414	80.8983
20000	593849	480413	80.8982
20000	593853	480414	80.8978
20000	594031	474437	79.8674
20000	594034	474437	79.867
20000	594035	474436	79.8667
20000	594028	474923	79.9496
20000	594028	474923	79.9496
20000	594030	474923	79.9493
20000	593989	482014	81.1486
20000	593991	482013	81.1482
20000	593993	482014	81.1481
30000	890420	482167	54.1505
30000	890426	482180	54.1516
30000	890429	482180	54.1514
30000	890438	477495	53.6247
30000	890440	477508	53.6261
30000	890442	477508	53.626
30000	890337	478827	53.7804
30000	890339	478826	53.7802
30000	890342	478827	53.7801
30000	890271	476664	53.5414
30000	890274	476664	53.5413
30000	890275	476663	53.5411
30000	890385	482897	54.2346
30000	890391	482897	54.2343
30000	890394	482910	54.2355
30000	890363	478327	53.7227
30000	890368	478340	53.7239
30000	890371	478341	53.7238
30000	890450	477572	53.6327
30000	890455	477572	53.6324
30000	890459	477572	53.6321
30000	890400	482436	54.1819
30000	890403	482436	54.1818
30000	890408	482449	54.1829
30000	890434	476842	53.5516
30000	890436	476842	53.5515
30000	890438	476842	53.5514
30000	890426	476714	53.5377
30000	890429	476727	53.539
30000	890436	476728	53.5387
30000	890445	483435	54.2914
30000	890447	483434	54.2912
30000	890449	483434	54.291
40000	1180953	477944	40.471
40000	1180958	477943	40.4708
40000	1180961	477956	40.4718
40000	1180894	474116	40.1489
40000	1180897	474116	40.1488
40000	1180902	474116	40.1486
40000	1180897	478609	40.5293
40000	1180900	478609	40.5292
40000	1180903	478609	40.5291
40000	1180688	479390	40.6026
40000	1180690	479402	40.6035
40000	1180697	479402	40.6033
40000	1180826	478519	40.5241
40000	1180828	478519	40.524
40000	1180833	478519	40.5239
40000	1180854	475576	40.2739
40000	1180857	475576	40.2738
40000	1180860	475575	40.2736
40000	1180879	477393	40.4269
40000	1180883	477406	40.4279
40000	1180886	477406	40.4278
40000	1180892	479339	40.5913
40000	1180895	479351	40.5922
40000	1180898	479351	40.5921
40000	1180875	476343	40.3381
40000	1180878	476343	40.338
40000	1180882	476344	40.338
40000	1180927	474116	40.1478
40000	1180930	474116	40.1477
40000	1180933	474116	40.1476
40000	1181039	479159	40.571
40000	1181046	479160	40.5708
40000	1181049	479172	40.5717
