800	22967	22967	100
800	22967	22967	100
800	22967	22967	100
800	22968	22968	100
800	22968	22968	100
800	22967	22967	100
800	22968	22968	100
800	22967	22967	100
800	22967	22967	100
800	22967	22967	100
800	22967	22967	100
800	22967	22967	100
800	22967	22967	100
800	22968	22968	100
800	22967	22967	100
800	22967	22967	100
800	22968	22968	100
800	22968	22968	100
800	22967	22967	100
800	22967	22967	100
800	22967	22967	100
800	22968	22968	100
800	22967	22967	100
800	22967	22967	100
800	22968	22968	100
800	22967	22967	100
800	22967	22967	100
800	22968	22968	100
800	22967	22967	100
800	22967	22967	100
800	22968	22968	100
800	22967	22967	100
800	22968	22968	100
1000	28664	28664	100
1000	28663	28663	100
1000	28663	28663	100
1000	28663	28663	100
1000	28663	28663	100
1000	28663	28663	100
1000	28663	28663	100
1000	28663	28663	100
1000	28664	28664	100
1000	28664	28664	100
1000	28664	28664	100
1000	28664	28664	100
1000	28664	28664	100
1000	28663	28663	100
1000	28664	28664	100
1000	28664	28664	100
1000	28663	28663	100
1000	28663	28663	100
1000	28663	28663	100
1000	28664	28664	100
1000	28664	28664	100
1000	28663	28663	100
1000	28663	28663	100
1000	28664	28664	100
1000	28663	28663	100
1000	28663	28663	100
1000	28664	28664	100
1000	28663	28663	100
1000	28676	28676	100
1000	28676	28676	100
1000	28663	28663	100
1000	28664	28664	100
1000	28663	28663	100
3000	86494	86494	100
3000	86494	86494	100
3000	86494	86494	100
3000	86506	86506	100
3000	86506	86506	100
3000	86507	86507	100
3000	86493	86493	100
3000	86494	86494	100
3000	86494	86494	100
3000	86481	86481	100
3000	86481	86481	100
3000	86481	86481	100
3000	86481	86481	100
3000	86481	86481	100
3000	86481	86481	100
3000	86481	86481	100
3000	86481	86481	100
3000	86481	86481	100
3000	86494	86494	100
3000	86494	86494	100
3000	86494	86494	100
3000	86494	86494	100
3000	86494	86494	100
3000	86494	86494	100
3000	86493	86493	100
3000	86494	86494	100
3000	86494	86494	100
3000	86507	86507	100
3000	86506	86506	100
3000	86507	86507	100
3000	86493	86493	100
3000	86494	86494	100
3000	86493	86493	100
5000	147539	147524	99.9898
5000	147539	147524	99.9898
5000	147540	147524	99.9892
5000	147537	147537	100
5000	147537	147537	100
5000	147537	147537	100
5000	147524	147524	100
5000	147537	147537	100
5000	147537	147537	100
5000	147525	147525	100
5000	147525	147525	100
5000	147524	147524	100
5000	147524	147524	100
5000	147524	147524	100
5000	147525	147525	100
5000	147524	147524	100
5000	147524	147524	100
5000	147537	147537	100
5000	147528	147499	99.9803
5000	147528	147499	99.9803
5000	147524	147499	99.9831
5000	147537	147537	100
5000	147537	147537	100
5000	147537	147537	100
5000	147528	147498	99.9797
5000	147532	147499	99.9776
5000	147532	147499	99.9776
5000	147537	147537	100
5000	147550	147550	100
5000	147537	147537	100
5000	147539	147537	99.9986
5000	147540	147537	99.998
5000	147541	147537	99.9973
7000	204062	204062	100
7000	204062	204062	100
7000	204075	204075	100
7000	204046	204011	99.9828
7000	204045	204023	99.9892
7000	204045	204023	99.9892
7000	204037	204037	100
7000	204036	204036	100
7000	204036	204036	100
7000	204003	203959	99.9784
7000	204005	203972	99.9838
7000	203998	203959	99.9809
7000	204023	204023	100
7000	204023	204023	100
7000	204023	204023	100
7000	204010	204010	100
7000	204011	204011	100
7000	204011	204011	100
7000	204026	203984	99.9794
7000	204029	203985	99.9784
7000	204030	203985	99.9779
7000	204037	204010	99.9868
7000	204041	204011	99.9853
7000	204033	203997	99.9824
7000	204036	204036	100
7000	204036	204036	100
7000	204037	204037	100
7000	204036	204036	100
7000	204036	204036	100
7000	204037	204037	100
7000	204032	203998	99.9833
7000	204043	204010	99.9838
7000	204034	203998	99.9824
9000	249616	249514	99.9591
9000	249612	249502	99.9559
9000	249611	249502	99.9563
9000	249599	249463	99.9455
9000	249601	249450	99.9395
9000	249609	249451	99.9367
9000	249613	249399	99.9143
9000	249615	249387	99.9087
9000	249621	249399	99.9111
9000	249575	249105	99.8117
9000	249576	249118	99.8165
9000	249578	249105	99.8105
9000	249576	249322	99.8982
9000	249571	249323	99.9006
9000	249570	249322	99.9006
9000	249578	249297	99.8874
9000	249579	249284	99.8818
9000	249579	249284	99.8818
9000	249603	249476	99.9491
9000	249617	249489	99.9487
9000	249605	249463	99.9431
9000	249600	249272	99.8686
9000	249600	249246	99.8582
9000	249599	249245	99.8582
9000	249613	248900	99.7144
9000	249604	248875	99.7079
9000	249615	248900	99.7136
9000	249603	249310	99.8826
9000	249607	249310	99.881
9000	249608	249310	99.8806
9000	249615	249233	99.847
9000	249616	249221	99.8418
9000	249617	249233	99.8462
10000	293535	293239	99.8992
10000	293536	293226	99.8944
10000	293536	293226	99.8944
10000	293538	293227	99.8941
10000	293539	293227	99.8937
10000	293528	293214	99.893
10000	293603	293317	99.9026
10000	293604	293316	99.9019
10000	293604	293303	99.8975
10000	293497	293239	99.9121
10000	293499	293240	99.9118
10000	293499	293239	99.9114
10000	293488	293304	99.9373
